"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: d","Param: k","Param: m","Param: n"
"streamkm.bench.PipelineBench.ingestOnly","avgt",1,30,"41,578145","0,224236","ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly","avgt",1,30,"4,951835","0,031416","ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly","avgt",1,30,"47,011423","0,061818","ms/op",,25,,50000
"streamkm.bench.SqdistBench.sqdist","avgt",1,30,"1,489856","0,001796","ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist","avgt",1,30,"2,650706","0,001803","ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist","avgt",1,30,"10,856085","0,006395","ns/op",50,,,
"streamkm.bench.CoresetTreeBench.build","sample",1,62100,"1451,843558","0,648722","us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build:p0.00","sample",1,1,"1372,160000",NaN,"us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build:p0.50","sample",1,1,"1449,984000",NaN,"us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build:p0.90","sample",1,1,"1488,896000",NaN,"us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build:p0.95","sample",1,1,"1503,232000",NaN,"us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build:p0.99","sample",1,1,"1669,120000",NaN,"us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build:p0.999","sample",1,1,"1718,272000",NaN,"us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build:p0.9999","sample",1,1,"1794,048000",NaN,"us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build:p1.00","sample",1,1,"2043,904000",NaN,"us/op",,,500,5000
"streamkm.bench.CoresetTreeBench.build","sample",1,16605,"5434,713403","2,760641","us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build:p0.00","sample",1,1,"5267,456000",NaN,"us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build:p0.50","sample",1,1,"5455,872000",NaN,"us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build:p0.90","sample",1,1,"5586,944000",NaN,"us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build:p0.95","sample",1,1,"5636,096000",NaN,"us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build:p0.99","sample",1,1,"5701,632000",NaN,"us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build:p0.999","sample",1,1,"5873,664000",NaN,"us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build:p0.9999","sample",1,1,"6225,920000",NaN,"us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build:p1.00","sample",1,1,"6225,920000",NaN,"us/op",,,500,20000
"streamkm.bench.CoresetTreeBench.build","sample",1,40301,"2237,013818","1,035452","us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build:p0.00","sample",1,1,"2129,920000",NaN,"us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build:p0.50","sample",1,1,"2228,224000",NaN,"us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build:p0.90","sample",1,1,"2285,568000",NaN,"us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build:p0.95","sample",1,1,"2351,104000",NaN,"us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build:p0.99","sample",1,1,"2473,984000",NaN,"us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build:p0.999","sample",1,1,"2568,192000",NaN,"us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build:p0.9999","sample",1,1,"3405,398016",NaN,"us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build:p1.00","sample",1,1,"4497,408000",NaN,"us/op",,,2000,5000
"streamkm.bench.CoresetTreeBench.build","sample",1,12593,"7166,732787","27,954360","us/op",,,2000,20000
"streamkm.bench.CoresetTreeBench.build:p0.00","sample",1,1,"6905,856000",NaN,"us/op",,,2000,20000
"streamkm.bench.CoresetTreeBench.build:p0.50","sample",1,1,"7168,000000",NaN,"us/op",,,2000,20000
"streamkm.bench.CoresetTreeBench.build:p0.90","sample",1,1,"7323,648000",NaN,"us/op",,,2000,20000
"streamkm.bench.CoresetTreeBench.build:p0.95","sample",1,1,"7380,992000",NaN,"us/op",,,2000,20000
"streamkm.bench.CoresetTreeBench.build:p0.99","sample",1,1,"7479,296000",NaN,"us/op",,,2000,20000
"streamkm.bench.CoresetTreeBench.build:p0.999","sample",1,1,"8328,921088",NaN,"us/op",,,2000,20000
"streamkm.bench.CoresetTreeBench.build:p0.9999","sample",1,1,"87926,505472",NaN,"us/op",,,2000,20000
"streamkm.bench.CoresetTreeBench.build:p1.00","sample",1,1,"112066,560000",NaN,"us/op",,,2000,20000
"streamkm.bench.InsertBench.insertAll","sample",1,15328,"5881,579157","3,756937","us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll:p0.00","sample",1,1,"5619,712000",NaN,"us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll:p0.50","sample",1,1,"5865,472000",NaN,"us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll:p0.90","sample",1,1,"6070,272000",NaN,"us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll:p0.95","sample",1,1,"6127,616000",NaN,"us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll:p0.99","sample",1,1,"6266,880000",NaN,"us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll:p0.999","sample",1,1,"6373,376000",NaN,"us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll:p0.9999","sample",1,1,"6491,404698",NaN,"us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll:p1.00","sample",1,1,"6569,984000",NaN,"us/op",,,1000,10000
"streamkm.bench.InsertBench.insertAll","sample",1,1230,"74751,320663","54,256616","us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll:p0.00","sample",1,1,"73662,464000",NaN,"us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll:p0.50","sample",1,1,"74711,040000",NaN,"us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll:p0.90","sample",1,1,"75497,472000",NaN,"us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll:p0.95","sample",1,1,"75628,544000",NaN,"us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll:p0.99","sample",1,1,"76021,760000",NaN,"us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll:p0.999","sample",1,1,"79368,683520",NaN,"us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll:p0.9999","sample",1,1,"79822,848000",NaN,"us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll:p1.00","sample",1,1,"79822,848000",NaN,"us/op",,,1000,100000
"streamkm.bench.InsertBench.insertAll","sample",1,18470,"4885,574854","2,600046","us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll:p0.00","sample",1,1,"4694,016000",NaN,"us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll:p0.50","sample",1,1,"4874,240000",NaN,"us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll:p0.90","sample",1,1,"5005,312000",NaN,"us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll:p0.95","sample",1,1,"5079,040000",NaN,"us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll:p0.99","sample",1,1,"5242,880000",NaN,"us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll:p0.999","sample",1,1,"5370,093568",NaN,"us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll:p0.9999","sample",1,1,"6883,454157",NaN,"us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll:p1.00","sample",1,1,"7757,824000",NaN,"us/op",,,5000,10000
"streamkm.bench.InsertBench.insertAll","sample",1,962,"94208,885622","101,068665","us/op",,,5000,100000
"streamkm.bench.InsertBench.insertAll:p0.00","sample",1,1,"92405,760000",NaN,"us/op",,,5000,100000
"streamkm.bench.InsertBench.insertAll:p0.50","sample",1,1,"94240,768000",NaN,"us/op",,,5000,100000
"streamkm.bench.InsertBench.insertAll:p0.90","sample",1,1,"95420,416000",NaN,"us/op",,,5000,100000
"streamkm.bench.InsertBench.insertAll:p0.95","sample",1,1,"95682,560000",NaN,"us/op",,,5000,100000
"streamkm.bench.InsertBench.insertAll:p0.99","sample",1,1,"95944,704000",NaN,"us/op",,,5000,100000
"streamkm.bench.InsertBench.insertAll:p0.999","sample",1,1,"96731,136000",NaN,"us/op",,,5000,100000
"streamkm.bench.InsertBench.insertAll:p0.9999","sample",1,1,"96731,136000",NaN,"us/op",,,5000,100000
"streamkm.bench.InsertBench.insertAll:p1.00","sample",1,1,"96731,136000",NaN,"us/op",,,5000,100000
"streamkm.bench.LloydBench.lloyd","sample",1,46812,"1683,852633","1,301184","us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd:p0.00","sample",1,1,"1515,520000",NaN,"us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd:p0.50","sample",1,1,"1673,216000",NaN,"us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd:p0.90","sample",1,1,"1792,000000",NaN,"us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd:p0.95","sample",1,1,"1837,056000",NaN,"us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd:p0.99","sample",1,1,"1914,880000",NaN,"us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd:p0.999","sample",1,1,"2004,992000",NaN,"us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd:p0.9999","sample",1,1,"2173,897114",NaN,"us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd:p1.00","sample",1,1,"4972,544000",NaN,"us/op",,10,,1000
"streamkm.bench.LloydBench.lloyd","sample",1,1501,"58186,799073","92,665722","us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd:p0.00","sample",1,1,"55181,312000",NaN,"us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd:p0.50","sample",1,1,"58261,504000",NaN,"us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd:p0.90","sample",1,1,"59506,688000",NaN,"us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd:p0.95","sample",1,1,"59768,832000",NaN,"us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd:p0.99","sample",1,1,"60226,273280",NaN,"us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd:p0.999","sample",1,1,"62221,320192",NaN,"us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd:p0.9999","sample",1,1,"63504,384000",NaN,"us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd:p1.00","sample",1,1,"63504,384000",NaN,"us/op",,10,,10000
"streamkm.bench.LloydBench.lloyd","sample",1,32549,"2321,889122","1,098596","us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd:p0.00","sample",1,1,"2170,880000",NaN,"us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd:p0.50","sample",1,1,"2334,720000",NaN,"us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd:p0.90","sample",1,1,"2392,064000",NaN,"us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd:p0.95","sample",1,1,"2408,448000",NaN,"us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd:p0.99","sample",1,1,"2441,216000",NaN,"us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd:p0.999","sample",1,1,"2564,096000",NaN,"us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd:p0.9999","sample",1,1,"2706,329600",NaN,"us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd:p1.00","sample",1,1,"2781,184000",NaN,"us/op",,50,,1000
"streamkm.bench.LloydBench.lloyd","sample",1,480,"190260,838400","135,556779","us/op",,50,,10000
"streamkm.bench.LloydBench.lloyd:p0.00","sample",1,1,"188743,680000",NaN,"us/op",,50,,10000
"streamkm.bench.LloydBench.lloyd:p0.50","sample",1,1,"190054,400000",NaN,"us/op",,50,,10000
"streamkm.bench.LloydBench.lloyd:p0.90","sample",1,1,"191365,120000",NaN,"us/op",,50,,10000
"streamkm.bench.LloydBench.lloyd:p0.95","sample",1,1,"191889,408000",NaN,"us/op",,50,,10000
"streamkm.bench.LloydBench.lloyd:p0.99","sample",1,1,"193512,079360",NaN,"us/op",,50,,10000
"streamkm.bench.LloydBench.lloyd:p0.999","sample",1,1,"195035,136000",NaN,"us/op",,50,,10000
"streamkm.bench.LloydBench.lloyd:p0.9999","sample",1,1,"195035,136000",NaN,"us/op",,50,,10000
"streamkm.bench.LloydBench.lloyd:p1.00","sample",1,1,"195035,136000",NaN,"us/op",,50,,10000
"streamkm.bench.NearestBench.nearest","sample",1,2140643,"36,618244","0,864307","ns/op",10,10,,
"streamkm.bench.NearestBench.nearest:p0.00","sample",1,1,"0,000000",NaN,"ns/op",10,10,,
"streamkm.bench.NearestBench.nearest:p0.50","sample",1,1,"42,000000",NaN,"ns/op",10,10,,
"streamkm.bench.NearestBench.nearest:p0.90","sample",1,1,"42,000000",NaN,"ns/op",10,10,,
"streamkm.bench.NearestBench.nearest:p0.95","sample",1,1,"42,000000",NaN,"ns/op",10,10,,
"streamkm.bench.NearestBench.nearest:p0.99","sample",1,1,"42,000000",NaN,"ns/op",10,10,,
"streamkm.bench.NearestBench.nearest:p0.999","sample",1,1,"84,000000",NaN,"ns/op",10,10,,
"streamkm.bench.NearestBench.nearest:p0.9999","sample",1,1,"955,359600",NaN,"ns/op",10,10,,
"streamkm.bench.NearestBench.nearest:p1.00","sample",1,1,"211456,000000",NaN,"ns/op",10,10,,
"streamkm.bench.NearestBench.nearest","sample",1,1872927,"141,214557","1,075743","ns/op",10,50,,
"streamkm.bench.NearestBench.nearest:p0.00","sample",1,1,"41,000000",NaN,"ns/op",10,50,,
"streamkm.bench.NearestBench.nearest:p0.50","sample",1,1,"125,000000",NaN,"ns/op",10,50,,
"streamkm.bench.NearestBench.nearest:p0.90","sample",1,1,"167,000000",NaN,"ns/op",10,50,,
"streamkm.bench.NearestBench.nearest:p0.95","sample",1,1,"167,000000",NaN,"ns/op",10,50,,
"streamkm.bench.NearestBench.nearest:p0.99","sample",1,1,"167,000000",NaN,"ns/op",10,50,,
"streamkm.bench.NearestBench.nearest:p0.999","sample",1,1,"250,000000",NaN,"ns/op",10,50,,
"streamkm.bench.NearestBench.nearest:p0.9999","sample",1,1,"6832,000000",NaN,"ns/op",10,50,,
"streamkm.bench.NearestBench.nearest:p1.00","sample",1,1,"243712,000000",NaN,"ns/op",10,50,,
"streamkm.bench.NearestBench.nearest","sample",1,2006675,"127,102851","1,594122","ns/op",50,10,,
"streamkm.bench.NearestBench.nearest:p0.00","sample",1,1,"41,000000",NaN,"ns/op",50,10,,
"streamkm.bench.NearestBench.nearest:p0.50","sample",1,1,"125,000000",NaN,"ns/op",50,10,,
"streamkm.bench.NearestBench.nearest:p0.90","sample",1,1,"125,000000",NaN,"ns/op",50,10,,
"streamkm.bench.NearestBench.nearest:p0.95","sample",1,1,"125,000000",NaN,"ns/op",50,10,,
"streamkm.bench.NearestBench.nearest:p0.99","sample",1,1,"166,000000",NaN,"ns/op",50,10,,
"streamkm.bench.NearestBench.nearest:p0.999","sample",1,1,"250,000000",NaN,"ns/op",50,10,,
"streamkm.bench.NearestBench.nearest:p0.9999","sample",1,1,"6704,000000",NaN,"ns/op",50,10,,
"streamkm.bench.NearestBench.nearest:p1.00","sample",1,1,"301568,000000",NaN,"ns/op",50,10,,
"streamkm.bench.NearestBench.nearest","sample",1,1543690,"624,660939","2,323220","ns/op",50,50,,
"streamkm.bench.NearestBench.nearest:p0.00","sample",1,1,"417,000000",NaN,"ns/op",50,50,,
"streamkm.bench.NearestBench.nearest:p0.50","sample",1,1,"625,000000",NaN,"ns/op",50,50,,
"streamkm.bench.NearestBench.nearest:p0.90","sample",1,1,"625,000000",NaN,"ns/op",50,50,,
"streamkm.bench.NearestBench.nearest:p0.95","sample",1,1,"625,000000",NaN,"ns/op",50,50,,
"streamkm.bench.NearestBench.nearest:p0.99","sample",1,1,"708,000000",NaN,"ns/op",50,50,,
"streamkm.bench.NearestBench.nearest:p0.999","sample",1,1,"4160,000000",NaN,"ns/op",50,50,,
"streamkm.bench.NearestBench.nearest:p0.9999","sample",1,1,"11556,188800",NaN,"ns/op",50,50,,
"streamkm.bench.NearestBench.nearest:p1.00","sample",1,1,"724992,000000",NaN,"ns/op",50,50,,
"streamkm.bench.PipelineBench.fullPipeline","sample",1,3698,"24,495631","0,021597","ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.00","sample",1,1,"23,298048",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.50","sample",1,1,"24,477696",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.90","sample",1,1,"24,936448",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.95","sample",1,1,"25,001984",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.99","sample",1,1,"25,133056",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.999","sample",1,1,"29,148283",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.9999","sample",1,1,"32,997376",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline:p1.00","sample",1,1,"32,997376",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.fullPipeline","sample",1,1500,"60,604066","0,055194","ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.00","sample",1,1,"59,310080",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.50","sample",1,1,"60,620800",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.90","sample",1,1,"61,407232",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.95","sample",1,1,"61,538304",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.99","sample",1,1,"61,734912",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.999","sample",1,1,"65,960739",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.9999","sample",1,1,"66,584576",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline:p1.00","sample",1,1,"66,584576",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.fullPipeline","sample",1,570,"162,666791","0,213289","ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.00","sample",1,1,"158,597120",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.50","sample",1,1,"162,529280",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.90","sample",1,1,"164,888576",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.95","sample",1,1,"165,530829",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.99","sample",1,1,"166,199296",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.999","sample",1,1,"167,247872",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline:p0.9999","sample",1,1,"167,247872",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline:p1.00","sample",1,1,"167,247872",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.fullPipeline","sample",1,540,"173,683507","0,193722","ms/op",,25,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.00","sample",1,1,"169,869312",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.50","sample",1,1,"173,539328",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.90","sample",1,1,"175,374336",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.95","sample",1,1,"175,898624",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.99","sample",1,1,"176,422912",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.999","sample",1,1,"177,995776",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.fullPipeline:p0.9999","sample",1,1,"177,995776",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.fullPipeline:p1.00","sample",1,1,"177,995776",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly","sample",1,12561,"7,190982","0,004755","ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.00","sample",1,1,"6,840320",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.50","sample",1,1,"7,168000",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.90","sample",1,1,"7,372800",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.95","sample",1,1,"7,462912",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.99","sample",1,1,"7,577600",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.999","sample",1,1,"7,720452",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.9999","sample",1,1,"10,403027",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly:p1.00","sample",1,1,"10,436608",NaN,"ms/op",,10,,10000
"streamkm.bench.PipelineBench.ingestOnly","sample",1,2190,"41,446133","0,031641","ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.00","sample",1,1,"40,632320",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.50","sample",1,1,"41,484288",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.90","sample",1,1,"42,008576",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.95","sample",1,1,"42,008576",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.99","sample",1,1,"42,205184",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.999","sample",1,1,"44,079972",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.9999","sample",1,1,"45,154304",NaN,"ms/op",,10,,50000
"streamkm.bench.PipelineBench.ingestOnly:p1.00","sample",1,1,"45,154304",NaN,"ms/op",,10,,50000
